name,price,description,sku,bottle_size,alcohol_vol,sugar_content,varietal,country,region,score,wine_type,group
Domaine Bersan Irancy Pinot Noir 2015,22.75,late arrival product currently availableirancy awarded appellation status one northerly redwineproducing area france lie west chablis domaine bersan familyrun organic winery trace winemaking heritage back thats nearly year passion craft pinot noir cesar inclusion latter one distinct attribute irancy wine offer lot red berry herb claytinged minerality good option salmon roast duck vintage panel may,637827,750,12.4,2.0,pinot noir,France,Burgundy,,red,VINTAGES
Château des Tours Brouilly 2016,21.95,estate vastly improved since bought richard family whose coffee familiar many french cafe richly aromatic juicy wine full packed fruit acidity already delicious drink score roger voss wine enthusiast march,637835,750,13.3,3.0,gamay,France,Beaujolais,91.0,red,VINTAGES
Mauro Sebaste Tresuri Barolo 2013,53.0,tilled soil lead pencil thyme iris wild berry aroma take center stage fragrant red vibrant young crushed strawberry red raspberry cinnamon white pepper flavor framed lively acidity taut youthfully austere tannin licorice note close finish drink score kerin okeefe wine enthusiast sept,638122,750,14.0,2.0,nebbiolo,Italy,Piedmont,93.0,red,VINTAGES
Alario Cabernet Sauvignon,8.95,fruit wine sourced chile central valley crowdpleasing foodfriendly red anticipate appealing aroma flavour ripe cherry black plum green bell pepper fullbodied smooth velvety tannin balanced finish enjoy steak roasted bell pepper sandwich,638247,750,13.0,4.0,cabernet sauvignon,Chile,Central Valley,,red,LCBO
Château Maucoil 2016,19.95,lovely quaffable red enjoy next year maucoils cote du rhone village delivers ample black cherry fruit hint cocoa medium fullbodied lovely silky texture softly dusty finish drink date score joe czerwinski oct,638502,750,14.3,4.0,grenache/syrah/mourvedre,France,Rhône,90.0,red,VINTAGES
Rioja Vega Crianza Edición Limitada 2015,22.95,tempranillo graciano ripe black fruit dried herb note lovely oaky hint palate juicy red black fruit clean bright delicious minerality fine tannin score decanter world wine award,638783,750,14.4,4.0,tempranillo/graciano,Spain,Rioja,95.0,red,VINTAGES
Proprietà in Fontanafredda Barolo 2013,70.0,packed cherry floral stone flavor round fleshy despite beefy tannin keep building long intense plex finish pressed best score bruce sanderson april,638999,750,14.0,3.0,nebbiolo,Italy,Piedmont,95.0,red,VINTAGES
Navajas Tinto Crianza 2015,14.95,wine tempranillo mazuelo aged one year american french oak spent six month bottle released there lot cherry red fruit leather vanilla mint undertone juicy fresh foodfriendly tempranillo easygoing balanced particularly suited barbecued rib vintage panel july,639823,750,13.9,2.0,tempranillo/mazuelo,Spain,Rioja,,red,VINTAGES
Domaine Alary la Jean de Verde Cairanne 2015,24.25,top domaine alary hierarchy cairanne la jean de verde grenachedominated cuvee estate highest vineyard berryscented beauty fullbodied creamy rich palate velvety texture pull slap tannin finish drink well decade drink date score joe czerwinski oct,639914,750,15.4,3.0,grenache,France,Rhône,93.0,red,VINTAGES
Castaño Casa Carmela 2015,13.95,casa carmela made conjunction u importer eric solomon wine wanted reflect long history viticulture tradition monastrell grape yecla mediterranean region fermented stainless steel part whole cluster indigenous yeast wine matured mostly french mostly used barriques six month first vintage cuvee super classic clean french american oak obviously meaty mediterranean character get best bandol without animal aroma pletely different entrylevel monastrell earthier tannin need food quality mindboggling price drink date score luis gutierrez dec,639930,750,14.1,7.0,monastrell ,Spain,Yecla,90.0,red,VINTAGES
Valpantena Torre del Falasco Ripasso Valpolicella 2016,17.95,na,642421,750,13.0,10.0,corvina,Italy,Veneto,,red,VINTAGES
Barón de Ley Gran Reserva 2012,29.95,classic rioja aroma root beer cedar cigar box olive earthy bakedberry fruit open gran reserva weighty palate cut acidity offer flavor baked cherry cassis spice rush acidity lends length finish tobacco pepper dried berry flavor drink score michael schachner wine enthusiast nov,642496,750,13.0,4.0,tempranillo,Spain,Rioja,91.0,red,VINTAGES
Finca Besaya Crianza 2015,15.95,berliner wein petition include tasting note score gold berliner wein trophy feb,642793,750,14.6,2.0,tempranillo,Spain,Rioja,,red,VINTAGES
Heinrich Pinot Noir Burgenland 2017,28.4,grape little red e vineyard east west side neusiedlersee lake neusiedl expect bright cheery red currant cranberry purple flower fresh crisp leafy element warm spice matured six month wooden vat used litre oak barrel certified organic biodynamically farmed,642800,750,12.0,,pinot noir,Austria,Burgenland,,red,LCBO
M. Chapoutier Bila-Haut Occultum Lapidem 2016,26.95,big rich concentrated unctuous effort thats looking lightweight aroma flavor inky colored cote du roussillon village latour de france occultum lapidem syrah grenache carignan mourvedre offer smorgasbord cassis black currant peppery herb crushed violet rich fullbodied even tannic improve year bottle keep score jeb dunnuck april,643239,750,14.0,5.0,grenache,France,Roussillon,93.0,red,VINTAGES
Santa Carolina Shiraz,9.0,deep red colour aroma raspberry blackcurrant hint chocolate dry mediumfull bodied flavour plum blackcurrant spice good length,644062,750,13.0,6.0,shiraz/syrah,Chile,,,red,LCBO
Camille Cayran La Réserve Plan de Dieu 2017,17.95,cave de cairanne founded la reserve plan de dieu blend grenache carignan syrah grape harvested fermented separately blended together end winter aged month concrete finely balanced wine violet plum blackberry cedar vanilla note savoury tinge plexity finish try roasted meat turkey burger vintage panel june,644286,750,14.9,3.0,grenache,France,Rhône,,red,VINTAGES
Domaine Gardies Clos des Vignes Tautavel 2016,39.0,inkyglass staining cote du roussillon village tautavel clos de vignes another sensationallooking barrel sample domaine gardies made grenache syrah brought new twice used barrel offer moderntinged bouquet raspberry licorice toasted spice medium fullbodied perfectly ripe downright seamless well worth price admission score jeb dunnuck april,644450,750,14.5,2.0,grenache/syrah,France,Roussillon,92.0,red,VINTAGES
Moulin de Gassac Cabernet Sauvignon 2017,13.95,approachable smooth quaffable cabernet quite aromatic floral bright red berry core savoury undertone pretty wellpriced good option fort food classic beef stew really stick winter get decadence pairing chocolatechipcookiefudge brownie worse way go vintage panel june,644476,750,12.9,4.0,cabernet sauvignon,France,Languedoc,,red,VINTAGES
Zuazo Gaston Finca Costanillas Tempranillo/Graciano/Viura 2015,19.95,distinctive wine individual herbal quality nose seriously tannic also fresh vigorous reasonably long clean herbal finish best score james suckling july,644864,750,14.2,4.0,tempranillo/graciano,Spain,Rioja,92.0,red,VINTAGES
Wild Earth Pinot Noir 2015,50.0,seductive sweet oak note ethereal harmonious fragile pinot noir style dark fruit note beautifully balanced score international wine challenge,645226,750,14.2,2.0,pinot noir,New Zealand,Central Otago,96.0,red,VINTAGES
Vignerons de Tautavel Les Vingt Marches Tautavel 2015,24.75,cote du roussillon village tautavel le vingt march hidden gem vintage made mostly syrah grenache carignan fullbodied deep voluptuously textured red loaded notion plum violet spice syrah meatiness developing pletely destemmed aged tank id enjoy bottle ing year drink date score jeb dunnuck april,645358,750,15.0,4.0,syrah,France,Roussillon,93.0,red,VINTAGES
Seigneur de Grezette Malbec 2016,17.95,seigneur mean lord manor yet modern smooth style malbec packed fruit much tannin rich berry flavor laced crisp acidity yield wine poised elegant drink score roger voss wine enthusiast june,645374,750,13.3,3.0,malbec,France,Southwest,91.0,red,VINTAGES
G. Marquis The Silver Line Cabernet Sauvignon 2016,19.95,big juicy fresh cabernet nose beautiful palate follows impressive ripe dark fruit juicy cassis herb spice great freshness drive throughout long finish enjoy mediumrare steak vintage panel sept,645903,750,13.9,4.0,cabernet sauvignon,Canada,Ontario,,red,VINTAGES
Château Chasse-Spleen 2015,82.0,delivers stylish impression getgo really nicely focused dark berry nose hint fresh pastry palate smooth array bright blackberry plum fruit smoothly cut tannin layer nice even classy best score james suckling feb,646273,750,13.5,3.0,bordeaux,France,Bordeaux,94.0,red,VINTAGES
Southbrook Laundry Vineyard Gamay Noir 2017,24.95,procert certified organic biodynamic suitable vegan vegetarian lifted nose red black berry fruit mocha wisp smoke waft easily glass medium bodied nicely textured deftly balanced gamay envelops palate delicious wash dark bing cherry red currant flavour decorated excellent acidity good stucture exquisite balance purity palateflavoured fruit persists long mineralinfused finish aftertaste score vic harradine nov,646323,750,12.9,2.0,gamay,Canada,Ontario,92.0,red,VINTAGES
Clos Floridène Graves 2015,44.0,clos floridene offer luscious redcurrant wild strawberry floral scent nose almost burgundylike term purity palate well balanced fine firm tannin little pinched moment time bottling undone topshirt button plenty energy graf nod volnay bound offer year pleasure drink date score neal martin april,646331,750,13.5,2.0,bordeaux,France,Bordeaux,90.0,red,VINTAGES
Josh Cellars North Coast Reserve Cabernet Sauvignon 2016,24.95,prises fruit sourced prime site napa sonoma lake county mendocino fruity wellbalanced deep dark ripe cherry purple fruit alongside mint vanilla earth perfectly pitched tannin wine great character would winner steak rib vintage panel nov,648675,750,14.5,6.0,cabernet sauvignon,USA,California,,red,VINTAGES
AF Gros Beaune 1ER Boucherottes 2016,111.2,boucherottes name originally mean thorny bush signifies vineyard surrounded vegetation typical poor high clay content soil soil give lushness wine rich fruit plump texture firm structure burghound,649326,750,13.0,,pinot noir,France,,,red,LCBO
Antinori Pian delle Vigne Brunello di Montalcino 2013,61.95,concentrated densely structured offering cherry plum chocolate leather earth tobacco flavor start fluid turning bit lean chewy finish yet stay long give year best score bruce sanderson june,651141,750,14.0,3.0,sangiovese,Italy,Tuscany,93.0,red,VINTAGES
Belle Glos Clark & Telephone Vineyard Pinot Noir 2016,59.95,na,652883,750,14.5,7.0,pinot noir,USA,California,,red,VINTAGES
Château de La Rivière 2012,33.75,mostly merlot small amount cabernet franc cabernet sauvignon sourced vine planted clay limestone soil good depth mediumbodied feel rich smoky red dark fruit refined cassis note good grip length vintage panel april,653147,750,14.0,2.0,merlot/cabernet sauvignon/cabernet franc,France,Bordeaux,,red,VINTAGES
Stags' Leap Winery Merlot 2015,48.95,decide imbibe napa valley merlot may well start end right stag leap get nuance everything fall right place ripe fruit verdant edge get enough much wood fill well seeps joyous notation mocha plenty red berry namely raspberry properly extracted tannin acidity volatility big big hug un grande abbraccio drink score michael godel july,655399,750,14.2,5.0,merlot,USA,California,91.0,red,VINTAGES
Goldeneye Pinot Noir 2015,74.95,fullbodied ripe mouthfilling wine offer generous blackplum blackcherry flavor smooth texture lingering finish aroma nicely spiced new oak accent meld well black fruit palate score jim gordon wine enthusiast july,659854,750,14.5,3.0,pinot noir,USA,California,91.0,red,VINTAGES
Two Hands Brave Faces Grenache/Mourvèdre/Shiraz 2016,24.95,svelte stylish easydrinking red wine enough plexity set apart norm wont scare horse put anyone sleep latter point alcohol nicely tamed taste leather woodsmoke blueberry raspberry woody anise resin garnish there peppercorn note hint reduction slip nicely drink score campbell mattinson au nov,660035,750,14.8,3.0,grenache/syrah/mourvedre,Australia,South Australia,91.0,red,VINTAGES
Two Hands Gnarly Dudes Shiraz,24.95,named fierce twistedlooking old vine grape sourced gnarly dude tightly focused wine intense note roasted fruit plum blackberry big bold finely crafted powerhouse shiraz enjoy grilled steak,660043,750,14.5,3.0,shiraz/syrah,Australia,South Australia,,red,VINTAGES
Palazzo Brunello di Montalcino 2013,69.95,extremely fresh linear style dark fruit cherry berry flower wood full body fine silky tannin long flavorful finish structured better best ever drink score james suckling nov,660746,750,14.5,4.0,sangiovese,Italy,Tuscany,95.0,red,VINTAGES
Cantine Leonardo da Vinci Leonardo Chianti 2016,109.95,perennial favourite vintage customer three good reason great value supreme foodfriendliness crowdpleasing proportion leonardo da vincis famous vitruvian man also perfect celebrity guest,661116,5000,13.0,4.0,sangiovese,Italy,Tuscany,,red,VINTAGES
Masi Serego Alighieri Monte Piazzo Valpolicella Classico Superiore 2014,21.95,generous black fruit aroma joined blossomy sweetness pure long inherent austerity grape variety emerging clearly sweetfruited charm result challenging provoking satisfying excellent account place vintage drinking window score tasting panel jan,661306,750,14.0,4.0,corvina/rondinella/molinara,Italy,Veneto,91.0,red,VINTAGES
Naked Grape Shiraz,9.95,clear ruby purple colour forward aroma ripe raspberry floral nuance mellow fruity medium bodied balanced acidity soft tannin,665216,750,12.5,10.0,shiraz/syrah,Canada,,,red,LCBO
Cristom Estate Pinot Noir 2014,71.0,bright red suave smokeaccented aroma raspberry preserve pungent flower incense cola along hint allspice background sappy expansive palate offering intense red berry allspice floral pastille flavor sharpened jolt zesty acidity show superb clarity spicy bite long penetrating finish shaped silky even tannin interplay power finesse really something drinking window score josh raynolds jan,665828,750,13.8,2.0,pinot noir,USA,Oregon,95.0,red,VINTAGES
Château Canon-la-Gaffelière 2015,197.0,composed merlot cabernet franc cabernet sauvignon aged french oak new month canon la gaffeliere feature deep garnetpurple color cedarlaced nose begin giving way fragrant underlying scent rose violet core crushed black currant blackberry bing cherry plus hint fallen leaf dusty earth medium fullbodied seductively perfumed red black fruit fill mouth framed plush tannin plenty freshness finishing long minerally drink date score lisa perrottibrown mw feb,666768,750,14.0,2.0,bordeaux,France,Bordeaux,97.0,red,VINTAGES
Clos Malverne Le Café Pinotage 2015,16.95,popular coffee style inviting black fruit flavour cappuccinosmooth texture grippy finish full bodied generous restrained sweetness score star platter south african wine guide,666776,750,14.5,4.0,pinotage,South Africa,Stellenbosch,,red,VINTAGES
Lulu B Pinot Noir Pays d'Oc,11.85,medium ruby red colour aroma berry fruit anise plum earthy note dry lightmedium bodied ripe juicy berry fruit flavour hint spice finish,669010,750,12.5,5.0,pinot noir,France,South of France,,red,LCBO
Croix Canon 2012,66.95,wine fine tannin silky texture medium body dense centerpalate clean mineral berry aftertaste new second wine chateau canon score james suckling feb,671289,750,13.0,2.0,bordeaux,France,Bordeaux,90.0,red,VINTAGES
Contino Reserva 2014,42.95,reserva usually blend tempranillo graciano mazuelo garnacha want express character estate rocky limestone soil ripe character fermented stainless steel aged french american oak barrel two year subtly balsamic faint aroma cigar ash incense also dried flower petal spice touch ripeness palate mediumbodied moderate ripeness quite contrasted sensation nose drink date score luis gutierrez feb,672923,750,13.0,2.0,tempranillo,Spain,Rioja,92.0,red,VINTAGES
Palacios Remondo La Vendimia 2017,18.95,fragrant newwave rioja ripe red fruit floral note excellent balance bright fruit polished tannin mineral freshness long energetic finish great lunch wine drink hold score james suckling aug,674564,750,14.0,2.0,grenache/tempranillo,Spain,Rioja,92.0,red,VINTAGES
Palacios Remondo La Montesa Crianza 2015,25.95,silky polished red graceful lively cherry raspberry orange peel flavor mingling clove toast mineral note lively energetic showing purity balance drink smart buy score tim matthew aug,674572,750,13.0,2.0,grenache,Spain,Rioja,92.0,red,VINTAGES
Kilikanoon Killerman's Run Cabernet Sauvignon 2016,19.95,deep dark dense colour fairly oaky bouquet palate adding slather sweet ripe berry flavour dry savoury also lush richness density fleshy extract burn big generous solid wine ageing potential outstanding value drink date score huon hooke aug,675223,750,14.0,3.0,cabernet sauvignon,Australia,South Australia,92.0,red,VINTAGES
Hugh Hamilton Jekyll & Hyde Shiraz/Viognier 2015,49.95,blend shiraz vine dating back adjacent viognier much newer origin two variety picked together cofermented day cold soak day ferment day postferment maceration matured month french new new american oak fullbodied move deftly across palate continuous stream black fruit dark chocolate cedar tannin ripe synchronous drink score james halliday au aug,675587,750,15.5,4.0,shiraz/viognier,Australia,South Australia,95.0,red,VINTAGES
Banfi Rosso di Montalcino 2016,23.95,smooth edge cherry flavor note licorice tannin refined finish conjures hint leather tobacco drink score bruce sanderson oct,681262,750,14.0,2.0,sangiovese,Italy,Tuscany,90.0,red,VINTAGES
Château Argadens,18.95,sichel family chateau palmer fame part winemaking bordeaux six generation always great value popular classically framed blend merlot cabernet great choice grilled lamb,681643,750,13.0,4.0,bordeaux,France,Bordeaux,,red,VINTAGES
Mildiani Kindzmarauli Semi-Sweet Red,18.95,na,682781,750,12.0,39.0,saperavi,Georgia,Kakheti,,red,VINTAGES
Two Hands Lily's Garden Shiraz 2016,59.95,na,683086,750,15.5,4.0,shiraz/syrah,Australia,South Australia,,red,VINTAGES
Avalon Lodi Cab Cabernet Sauvignon 2016,15.75,lodi best known zinfandel yet cabernet definitely worth exploring one includes splash zin petite sirah delivers oodles sweetandsour plum blueberry redcurrant along spice coffee tone lovely floral note reminiscent fresh violet pair steak fajitas vintage panel feb,684399,750,13.8,7.0,cabernet sauvignon,USA,California,,red,VINTAGES
Luce 2015,114.95,powerful version coating toasty vanillaaccented oak wrapped around blackberry black plum flavor show hint tar tannin assertive yet stay vibrant long better air still unique style sangiovese merlot best score bruce sanderson july,685263,750,12.5,3.0,merlot/sangiovese,Italy,Tuscany,92.0,red,VINTAGES
J. Lohr Hilltop Cabernet Sauvignon 2016,49.95,na,686584,750,14.9,3.0,cabernet sauvignon,USA,California,,red,VINTAGES
Oyster Bay Merlot 2016,16.25,easy drinking red perfect weeknight bowl spaghetti bolognese pizza medium full bodied soft tannin flavor juicy berry cherry cola chocolate savory herbal note drink score christina pickard wine enthusiast may,692343,750,13.0,3.0,merlot,New Zealand,Hawke's Bay,88.0,red,VINTAGES
Mother Rock Single PN Palmiet 2015,35.45,cherry sweet spice soft herb nose finely grained plush palate show cranberry pomegranate red cherry tempered precise acid,692433,750,12.5,,pinot noir,South Africa,,,red,LCBO
Klinker Brick Marisa Vineyard Old Vine Zinfandel 2015,49.95,peppery smoky aroma lead ample ripe fruit flavor fullbodied plex wine show influence new oak lightly charred aroma spicy meat accent palate score jim gordon wine enthusiast july,694356,750,15.4,7.0,zinfandel,USA,California,90.0,red,VINTAGES
La Bastide Saint Dominique Châteauneuf-du-Pape 2016,49.95,song say two three aint bad chateauneuf du pape undeniable success offering subtle garrigue scent wave super ripe cherry fruit fullbodied creamy textured lush velvety yet overdone lingering finish id opt drinking next decade drink date score joe czerwinski aug,696203,750,15.0,4.0,grenache/syrah/mourvedre,France,Rhône,93.0,red,VINTAGES
Barkan Reserve Barrel Aged Cabernet Sauvignon KP,29.95,na,698902,750,13.5,3.0,cabernet sauvignon,Israel,Galilee,,red,VINTAGES
Umani Ronchi Cúmaro Riserva Conero 2011,22.25,like tension minerality red licorice blackberry character brick undertone full medium body linear backbone tannin fresh finish drink score james suckling nov,699587,750,13.5,2.0,montepulciano,Italy,Marche,90.0,red,VINTAGES
Isole e Olena Chianti Classico 2015,34.95,chianti classico bright convincing wine barberino val delsa one uni greater chianti classico appellation smooth silky sangiovese glide clean palate strength intensity bright cherry blueberry herbal accent wild sage rosemary characterize finish like many wine vintage evident touch cherry sweetness close drink score monica larner oct,704346,750,14.5,4.0,sangiovese,Italy,Tuscany,92.0,red,VINTAGES
Ironstone Merlot 2017,17.95,na,704353,750,14.0,5.0,merlot/cabernet franc,USA,California,,red,VINTAGES
E. Guigal Crozes-Hermitage 2015,35.95,tasted crozes hermitage philippe guigal said rare get full phenolic ripeness crozes got wine silky tannin certainly support claim medium fullbodied raspberry cherry black olive aroma flavor scream variety long finish outstanding value wine may happily consumed anytime drink date score joe czerwinski oct,704908,750,13.0,2.0,shiraz/syrah,France,Rhône,91.0,red,VINTAGES
Francis Coppola Diamond Collection Red Label Zinfandel 2016,21.95,well priced tasty drop indeed delicate aroma red berry fruit cherry lead wonderful array palate flavour red cherry milk chocolate sweet vanilla toasty note dominant finish lengthy palateflavour replay medium weight balanced pin creamy smooth bursting flavour delicious sip pour grilled rib mopped spicy barbecue sauce score vic harradine sept,708289,750,13.5,4.0,zinfandel/petite sirah,USA,California,92.0,red,VINTAGES
Stag's Leap Wine Cellars Artemis Cabernet Sauvignon 2016,84.95,cabernet sauvignon artemis blend cabernet sauvignon merlot petit verdot malbec deep purpleblack color open notion crushed black cherry warm blackberry mulberry hint unsmoked cigar fragrant soil wild sage plus waft allspice medium fullbodied fill palate expressive black berry earthy layer frame grainy tannin enough freshness finishing herbal lift drink date score lisa perrottibrown mw oct,708982,750,14.5,4.0,cabernet sauvignon,USA,California,92.0,red,VINTAGES
Chateau Montelena Estate Cabernet Sauvignon 2013,225.0,deep garnetpurple colored cabernet sauvignon estate open profound black red currant cordial note undercurrent indian spice chargrill scorched earth bay leaf mediumbodied wonderful intensity depth mouth firm frame grainy tannin pelling freshness finishing long layered drink date score lisa perrottibrown mw feb,709881,750,14.5,2.0,cabernet sauvignon,USA,California,96.0,red,VINTAGES
Joseph Phelps Insignia 2015,390.0,barrel sample blended cabernet sauvignon petit verdot cabernet franc ing six vineyard reared new french oak insignia proprietary red wine deep inkypurple color nose crushed red black currant blackberry pie plum hint dried herb sandalwood spice box underbrush medium fullbodied palate delivers knockout core intense energetic fruit chewy tannin lively backbone finishing epic length freshness case expected bottled score lisa perrottibrown mw oct,710400,750,14.0,5.0,cabernet sauvignon,USA,California,97.0,red,VINTAGES
Chateau St. Jean Cinq Cépages 2014,130.0,composed mainly cabernet sauvignon dollop cabernet franc merlot malbec petit verdot hence name cinq cepages proprietary red wine deep garnetpurple color nose pure crushed black currant blackberry plus hint garrigue lavender chocolate box wild thyme medium fullbodied palate firmly textured solid frame chewy tannin great freshness finishing long earthy drink date score lisa perrottibrown mw oct,710913,750,14.4,3.0,cabernet sauvignon,USA,California,92.0,red,VINTAGES
Château de Beaucastel Châteauneuf-du-Pape 2016,93.95,bottled week visit blown away well beaucastels chateauneuf du pape showing fullbodied creamy lush rich layer raspberry fruit garrigue spice unfold across seamless palate doubt go cycle open closed throughout lifespan would mistake simply order case put storage forget without trying one first swooning sheer lusciousness plexity drink date score joe czerwinski aug,711317,750,14.5,3.0,grenache,France,Rhône,97.0,red,VINTAGES
Bertani Val di Suga Brunello di Montalcino 2012,48.95,elegant fresh offer cherry strawberry floral tobacco note allied tensile structure build long aftertaste tobacco fruit mineral best score bruce sanderson june,713719,750,13.9,2.0,sangiovese,Italy,Tuscany,93.0,red,VINTAGES
Antonin Guyon Corton Clos du Roy Grand Cru 2013,130.0,subtle invisible application wood le elegant even plex nose game forest floor plum earth also lack touch freshness powerful broadshouldered flavor posse excellent midpalate density displaying plenty minerality youthfully austere backward finish wellbalanced impressively long fashion bressandes range award benefit doubt lack freshness presently displayed nose eventually return form drink score allen meadow april,715342,750,13.0,3.0,pinot noir,France,Burgundy,91.0,red,VINTAGES
Arribas do Douro Reserva 2015,22.35,grown douro river valley aged year french oak barrel lush red wine bursting blackberry flavour hint coffee vanilla enjoy hearty meat cheese dish,715879,750,14.0,,tinta roriz,Portugal,Douro,,red,LCBO
Lamborghini Campoleone 2013,63.0,made equal part merlot sangiovese e across soft luscious pared past edition benchmark wine umbria expression feel slightly streamlined tightly knit emphasis elegance sign time sure even wine like embodied extra concentration exuberance italian wine made first decade new millennium drink date score monica larner dec,716043,750,13.0,4.0,sangiovese,Italy,Umbria,93.0,red,VINTAGES
Elderton Command Single Vineyard Shiraz 2014,99.95,hewn ancient vine oomph tannin management aplomb power corseted filmy gossamer texture sheer strident vinosity put way wine e nowhere else yet overall impression one eldertons newfound restraint oodles dark fruit anise tar camphor cadbury milk chocolate creaminess coat palate barrel ferment smokiness extraction level point use french american oak sensitive harmony perfectly suited style drink score ned goodwin au aug,716142,750,14.5,5.0,shiraz/syrah,Australia,South Australia,97.0,red,VINTAGES
Beaulieu Tapestry Reserve Red Blend 2014,90.0,james suckling include tasting note score james suckling may,716746,750,13.5,5.0,red,USA,California,95.0,red,VINTAGES
Chateau Chizay Cabernet Kosher 2017,17.25,full bodied intense colour rich flavour pleasant aroma violet almond distinctive tartness acidity nicely balanced natural sweetness,717024,750,11.7,,cabernet sauvignon,Ukraine,,,red,LCBO
Goats do Roam Red,12.95,na,718940,750,14.0,4.0,blend,South Africa,,,red,LCBO
Castano Hecula Monastrell 2015,14.95,monastrell mint freshness nose confected cherry aroma succulent palate great fruit supported oak spice raspberry acidity score decanter world wine award,718999,750,14.0,5.0,monastrell ,Spain,Yecla,90.0,red,VINTAGES
Cline Ancient Vines Zinfandel 2016,24.95,lively supple floral raspberry fresh pepper aroma sleekly appealing cherry licorice flavor glide lightly along finish drink best value score tim fish june,719211,750,15.0,4.0,zinfandel,USA,California,91.0,red,VINTAGES
Tedeschi Capitel San Rocco Ripasso Valpolicella Superiore 2016,21.95,na,719294,750,14.0,7.0,corvina,Italy,Veneto,,red,VINTAGES
La Crema Sonoma Coast Pinot Noir,34.95,sonoma renowned quality pinot produce one nuanced silky impressive cherry strawberry earth spice aroma concentrated flavour great choice cedarplanked salmon pork dish,719435,750,13.9,2.0,pinot noir,USA,California,,red,VINTAGES
Ornellaia 2016,239.95,talking tasted barrel bolgheri superiore ornellaia released may luxuriant wine profuse abundance beaming optimism vintage distinguished supple sweetness tannin edition hair acidity dont necessarily taste freshness contribute linearity framework wine iconic vintage bolgheri summer dry warm temperature cooled harvest leading optimal sugar phenolic ripeness next vintage threw many curve ball vintner scrambling achieve quality resorting severe fruit selection low yield wine generous thickly layered delivers beautiful sensation softness succulence structure balance three s sublime drink date score monica larner sept,722470,750,14.5,5.0,cabernet sauvignon,Italy,Tuscany,96.0,red,VINTAGES
Zuccardi Q Malbec 2016,19.95,q malbec sourced mostly altamira grape chacayes fermented full cluster concrete vat wine aged used liter oak barrel oak unnoticeable fact find similarity concreto pure strict raw characterful plenty finegrained chalky tannin find incredibly good amazing price delivers one buy case drink date score luis gutierrez june,723478,750,14.5,4.0,malbec,Argentina,Mendoza,92.0,red,VINTAGES
Coppi Peucetico Primitivo 2013,14.95,na,724674,750,13.5,13.0,primitivo,Italy,Puglia,,red,VINTAGES
Ontañón Reserva 2010,25.95,cedar vanilla note followed smoky toasty element fullflavoured finely balanced knitted tannin dark mocha fruit drinking window score tasting panel nov,725895,750,12.4,3.0,tempranillo/graciano,Spain,Rioja,93.0,red,VINTAGES
E. Guigal Châteauneuf-du-Pape 2013,69.95,chateauneuf du pape current release spent three year foudres prior bottling ready drink yet still tannin offer marries structure note cherry leather licorice supple finish drink date score joe czerwinski dec,727503,750,14.0,4.0,grenache/syrah/mourvedre,France,Rhône,91.0,red,VINTAGES
Delas Saint-Esprit Côtes du Rhône 2016,17.95,syrah grenache lovely rich opulent floral black berry plum nose palate big well layered fruit attractively firm soft tannin hint oak big wine lovely finish score decanter asia wine award,729962,750,13.5,4.0,syrah/grenache,France,Rhône,95.0,red,VINTAGES
Pio Cesare Fides Barbera d'Alba 2016,64.0,na,730135,750,14.0,4.0,barbera,Italy,Piedmont,,red,VINTAGES
Barossa Valley Estate E&E Black Pepper Shiraz 2014,89.95,dark rich offer unctuous blend blackberry plum kirsch flavor generous plump smooth showing plenty power intensity appealing cream soda edge lingers finish adding roundness thick velvety tannin drink score maryann worobiec june,731620,750,15.0,4.0,shiraz/syrah,Australia,South Australia,94.0,red,VINTAGES
Shafer Hillside Select Cabernet Sauvignon 2014,465.0,deep inkypurple colored cabernet sauvignon hillside select incredibly intense impactful nose revealing note crushed black cherry blackberry fresh black currant underlying notion charcoal sauteed herb black soil chargrilled meat pencil lead plus waft violet fullbodied rich wonderfully concentrated wall fruit well matched firm structure ripe grainy tannin plenty freshness finishing great length depth drink date score lisa perrottibrown mw oct,735712,750,14.9,2.0,cabernet sauvignon,USA,California,98.0,red,VINTAGES
Kenwood Artist Series Cabernet Sauvignon 2013,100.0,exhibit green herb cedar edge firm tart berry spice floral scent style best served shortterm cellaring end clean juicy showing dash anise best score james laube dec,735738,750,14.0,4.0,cabernet sauvignon,USA,California,90.0,red,VINTAGES
Pio Cesare Barolo 2014,85.0,na,736587,750,14.0,4.0,nebbiolo,Italy,Piedmont,,red,VINTAGES
Château des Jacques Clos de Rochegrès Moulin-à-Vent 2015,47.0,youthful violet powerful mineralaccented cassis cherry violet scent pick vanilla woodsmoke nuance glass stain palate chewy dark berry bitter cherry mocha flavor take sweeter turn back half continues open impressively persistent finish feature dusty tannin whiplash sappy dark fruit drinking window score josh raynolds dec,737494,750,13.0,3.0,gamay,France,Beaujolais,93.0,red,VINTAGES
Chateau La Grolet Les Vacances de Monsieur Merlot VDP 2017,22.1,start lot juicy black berry dark plum note merlot plush body tart tannin easily approachable wine great looking bottle delicious wine ready drink certified biodynamic,747070,750,13.0,,merlot,France,Bordeaux,,red,LCBO
Sokol Blosser Pinot Noir 2015,37.95,decadent nose blackberry essence blueberry vanilla resin pote orange rind asphalt cedar medium fullbodied rich fruit fine acidity chewy finish drink made organic grape score james suckling dec,748434,750,13.5,4.0,pinot noir,USA,Oregon,92.0,red,VINTAGES
